# mission day, lat, long, alt, (pressure?), horizon alts, azimuth
8.694, -73.1449, -160.789, 35.0459, 4.950, 20.64135, 99.20524
8.694, -73.1449, -160.798, 35.0472, 4.943, 20.66958, 99.11223
8.694, -73.1450, -160.804, 35.0477, 4.945, 20.68739, 99.05355
8.695, -73.1450, -160.808, 35.0482, 4.940, 20.70166, 99.00657
8.695, -73.1451, -160.818, 35.0501, 4.940, 20.73580, 98.89413
8.695, -73.1452, -160.827, 35.0549, 4.943, 20.76407, 98.80104
8.695, -73.1452, -160.828, 35.0554, 4.940, 20.76687, 98.79182
8.696, -73.1453, -160.838, 35.0619, 4.938, 20.80000, 98.68272
8.696, -73.1453, -160.849, 35.0715, 4.935, 20.83490, 98.56781
8.696, -73.1454, -160.851, 35.0733, 4.938, 20.84051, 98.54934
8.696, -73.1454, -160.858, 35.0807, 4.933, 20.86731, 98.46111
8.697, -73.1455, -160.869, 35.0903, 4.933, 20.90224, 98.34612
8.697, -73.1455, -160.874, 35.0945, 4.933, 20.91830, 98.29324
8.697, -73.1456, -160.879, 35.0968, 4.933, 20.93541, 98.23693
8.697, -73.1457, -160.888, 35.1012, 4.935, 20.96785, 98.13017
8.698, -73.1458, -160.895, 35.1024, 4.935, 20.99057, 98.05540
8.698, -73.1459, -160.898, 35.1021, 4.933, 21.00105, 98.02091
8.698, -73.1461, -160.908, 35.1013, 4.935, 21.03323, 97.91502
8.698, -73.1462, -160.913, 35.1006, 4.935, 21.05036, 97.85867
8.698, -73.1464, -160.918, 35.0997, 4.930, 21.06543, 97.80906
8.699, -73.1467, -160.929, 35.0977, 4.926, 21.09736, 97.70403
8.699, -73.1470, -160.940, 35.0959, 4.916, 21.13032, 97.59558
8.699, -73.1472, -160.945, 35.0962, 4.926, 21.15056, 97.52899
8.699, -73.1473, -160.947, 35.0964, 4.908, 21.16340, 97.48674
8.700, -73.1476, -160.957, 35.0976, 4.901, 21.19770, 97.37392
8.700, -73.1479, -160.967, 35.0989, 4.899, 21.23097, 97.26446
8.700, -73.1482, -160.976, 35.1013, 4.896, 21.26246, 97.16083
8.701, -73.1483, -160.979, 35.1021, 4.899, 21.27400, 97.12289
8.701, -73.1485, -160.987, 35.1041, 4.901, 21.29856, 97.04209
8.701, -73.1486, -160.994, 35.1068, 4.899, 21.32340, 96.96038
8.701, -73.1486, -160.996, 35.1076, 4.908, 21.33108, 96.93510
8.701, -73.1488, -161.007, 35.1111, 4.911, 21.36408, 96.82654
8.702, -73.1489, -161.012, 35.1124, 4.911, 21.38331, 96.76329
8.702, -73.1490, -161.016, 35.1132, 4.913, 21.39559, 96.72286
8.702, -73.1492, -161.026, 35.1151, 4.908, 21.42786, 96.61671
8.702, -73.1494, -161.034, 35.1150, 4.911, 21.45554, 96.52565
8.703, -73.1494, -161.036, 35.1150, 4.901, 21.46117, 96.50714
8.703, -73.1496, -161.046, 35.1147, 4.891, 21.49448, 96.39755
8.703, -73.1499, -161.055, 35.1136, 4.884, 21.52810, 96.28695
8.703, -73.1500, -161.058, 35.1133, 4.891, 21.53862, 96.25234
8.704, -73.1502, -161.065, 35.1138, 4.877, 21.56144, 96.17727
8.704, -73.1504, -161.075, 35.1169, 4.877, 21.59373, 96.07101
8.704, -73.1504, -161.075, 35.1170, 4.874, 21.59580, 96.06421
8.704, -73.1507, -161.084, 35.1226, 4.877, 21.62737, 95.96034
8.705, -73.1509, -161.094, 35.1332, 4.879, 21.66071, 95.85063
8.705, -73.1510, -161.098, 35.1374, 4.877, 21.67405, 95.80674
8.705, -73.1512, -161.103, 35.1442, 4.882, 21.69229, 95.74673
8.705, -73.1514, -161.117, 35.1623, 4.879, 21.73898, 95.59309
8.706, -73.1515, -161.121, 35.1650, 4.882, 21.75233, 95.54918
8.706, -73.1515, -161.123, 35.1661, 4.874, 21.76003, 95.52383
8.706, -73.1516, -161.132, 35.1709, 4.864, 21.79161, 95.41993
8.706, -73.1518, -161.142, 35.1696, 4.855, 21.82498, 95.31011
8.706, -73.1518, -161.142, 35.1695, 4.864, 21.82602, 95.30670
8.707, -73.1519, -161.152, 35.1638, 4.842, 21.86042, 95.19349
8.707, -73.1520, -161.161, 35.1581, 4.828, 21.89409, 95.08270
8.707, -73.1520, -161.166, 35.1555, 4.835, 21.90818, 95.03632
8.707, -73.1521, -161.172, 35.1519, 4.828, 21.92925, 94.96698
8.708, -73.1522, -161.181, 35.1532, 4.821, 21.96292, 94.85614
8.708, -73.1522, -161.189, 35.1565, 4.821, 21.98652, 94.77848
8.708, -73.1523, -161.191, 35.1575, 4.825, 21.99424, 94.75306
8.708, -73.1524, -161.200, 35.1679, 4.830, 22.02585, 94.64900
8.709, -73.1525, -161.209, 35.1813, 4.838, 22.06058, 94.53469
8.709, -73.1525, -161.211, 35.1833, 4.835, 22.06519, 94.51953
8.709, -73.1525, -161.218, 35.1919, 4.840, 22.09116, 94.43405
8.709, -73.1526, -161.228, 35.2028, 4.838, 22.12561, 94.32063
8.710, -73.1527, -161.233, 35.2052, 4.840, 22.14283, 94.26389
8.710, -73.1527, -161.237, 35.2047, 4.833, 22.15620, 94.21990
8.710, -73.1528, -161.247, 35.2034, 4.830, 22.19169, 94.10302
8.710, -73.1529, -161.261, 35.1985, 4.830, 22.21981, 94.01040
8.711, -73.1530, -161.264, 35.1974, 4.825, 22.22518, 93.99272
8.711, -73.1530, -161.271, 35.1971, 4.823, 22.25947, 93.87981
8.711, -73.1530, -161.273, 35.1978, 4.823, 22.27653, 93.82363
8.711, -73.1531, -161.274, 35.1983, 4.825, 22.29181, 93.77329
8.712, -73.1531, -161.282, 35.2053, 4.833, 22.32685, 93.65787
8.712, -73.1532, -161.292, 35.2175, 4.838, 22.35822, 93.55453
8.712, -73.1532, -161.298, 35.2256, 4.833, 22.37932, 93.48502
8.712, -73.1532, -161.303, 35.2308, 4.842, 22.39240, 93.44190
8.713, -73.1533, -161.313, 35.2438, 4.840, 22.42482, 93.33510
8.713, -73.1533, -161.316, 35.2472, 4.842, 22.43329, 93.30717
8.713, -73.1533, -161.324, 35.2570, 4.835, 22.45797, 93.22584
8.713, -73.1534, -161.334, 35.2698, 4.830, 22.49143, 93.11557
8.713, -73.1534, -161.341, 35.2779, 4.833, 22.51121, 93.05036
8.714, -73.1534, -161.345, 35.2827, 4.823, 22.52355, 93.00968
8.714, -73.1535, -161.355, 35.2781, 4.813, 22.55909, 92.89251
8.714, -73.1535, -161.365, 35.2705, 4.806, 22.59255, 92.78220
8.715, -73.1535, -161.375, 35.2657, 4.803, 22.62498, 92.67529
8.715, -73.1536, -161.385, 35.2618, 4.806, 22.65949, 92.56146
8.715, -73.1536, -161.386, 35.2623, 4.803, 22.66128, 92.55556
8.715, -73.1536, -161.395, 35.2669, 4.816, 22.68984, 92.46135
8.716, -73.1537, -161.405, 35.2727, 4.813, 22.72436, 92.34747
8.716, -73.1537, -161.410, 35.2763, 4.816, 22.73954, 92.29739
8.716, -73.1538, -161.415, 35.2802, 4.816, 22.75680, 92.24041
8.716, -73.1538, -161.424, 35.2861, 4.816, 22.78953, 92.13243
8.717, -73.1539, -161.441, 35.2843, 4.816, 22.84281, 91.95654
8.717, -73.1539, -161.441, 35.2842, 4.813, 22.84489, 91.94968
8.717, -73.1539, -161.444, 35.2824, 4.811, 22.85649, 91.91138
8.717, -73.1540, -161.455, 35.2742, 4.808, 22.89073, 91.79832
8.718, -73.1540, -161.457, 35.2730, 4.811, 22.89535, 91.78306
8.718, -73.1540, -161.466, 35.2670, 4.808, 22.92497, 91.68527
8.718, -73.1540, -161.476, 35.2620, 4.813, 22.95950, 91.57124
8.719, -73.1539, -161.485, 35.2614, 4.816, 22.99016, 91.47000
8.719, -73.1539, -161.496, 35.2668, 4.818, 23.02440, 91.35687
8.719, -73.1538, -161.506, 35.2759, 4.823, 23.05685, 91.24967
8.720, -73.1538, -161.516, 35.2889, 4.823, 23.09035, 91.13897
8.720, -73.1538, -161.522, 35.2959, 4.823, 23.10941, 91.07597
8.720, -73.1538, -161.526, 35.2996, 4.816, 23.12177, 91.03511
8.720, -73.1537, -161.537, 35.3095, 4.808, 23.15497, 90.92536
8.721, -73.1537, -161.547, 35.3136, 4.806, 23.18640, 90.82145
8.721, -73.1537, -161.547, 35.3136, 4.806, 23.18744, 90.81801
8.721, -73.1536, -161.557, 35.3132, 4.801, 23.22198, 90.70381
8.721, -73.1536, -161.568, 35.3097, 4.801, 23.25415, 90.59736
8.721, -73.1536, -161.571, 35.3076, 4.801, 23.26576, 90.55894
8.722, -73.1535, -161.579, 35.3033, 4.801, 23.28736, 90.48749
8.722, -73.1535, -161.593, 35.2999, 4.803, 23.31971, 90.38043
8.722, -73.1534, -161.604, 35.2992, 4.803, 23.33941, 90.31526
8.722, -73.1534, -161.606, 35.2998, 4.806, 23.35027, 90.27931
8.723, -73.1534, -161.612, 35.3017, 4.803, 23.38597, 90.16109
8.723, -73.1534, -161.621, 35.3042, 4.803, 23.41872, 90.05261
8.723, -73.1534, -161.621, 35.3042, 4.799, 23.41976, 90.04916
8.723, -73.1534, -161.631, 35.3069, 4.796, 23.45119, 89.94505
8.724, -73.1534, -161.642, 35.3051, 4.791, 23.48649, 89.82809
8.724, -73.1534, -161.652, 35.3015, 4.786, 23.51895, 89.72047
8.724, -73.1534, -161.663, 35.2946, 4.791, 23.55217, 89.61035
8.725, -73.1533, -161.673, 35.2873, 4.796, 23.58464, 89.50272
8.725, -73.1533, -161.685, 35.2868, 4.801, 23.61860, 89.39005
8.725, -73.1532, -161.691, 35.2872, 4.791, 23.63663, 89.33029
8.725, -73.1532, -161.696, 35.2876, 4.808, 23.65286, 89.27643
8.726, -73.1531, -161.707, 35.2961, 4.808, 23.68608, 89.16623
8.726, -73.1530, -161.710, 35.2987, 4.808, 23.69665, 89.13118
8.726, -73.1530, -161.718, 35.3042, 4.806, 23.71825, 89.05945
8.726, -73.1529, -161.729, 35.3119, 4.799, 23.75147, 88.94920
8.727, -73.1529, -161.729, 35.3120, 4.803, 23.75251, 88.94575
8.727, -73.1528, -161.740, 35.3178, 4.791, 23.78365, 88.84237
8.727, -73.1527, -161.750, 35.3165, 4.789, 23.81403, 88.74147
8.727, -73.1526, -161.760, 35.3148, 4.789, 23.84649, 88.63363
8.728, -73.1526, -161.761, 35.3147, 4.789, 23.84828, 88.62767
8.728, -73.1524, -161.771, 35.3117, 4.791, 23.88075, 88.51985
8.728, -73.1523, -161.786, 35.3119, 4.799, 23.92424, 88.37526
8.729, -73.1522, -161.793, 35.3148, 4.789, 23.94717, 88.29903
8.729, -73.1522, -161.794, 35.3150, 4.803, 23.94792, 88.29653
8.729, -73.1520, -161.804, 35.3211, 4.803, 23.98142, 88.18517
8.729, -73.1520, -161.811, 35.3267, 4.803, 24.00123, 88.11923
8.729, -73.1519, -161.814, 35.3300, 4.801, 24.01284, 88.08064
8.730, -73.1517, -161.825, 35.3363, 4.796, 24.04709, 87.96672
8.730, -73.1516, -161.836, 35.3382, 4.786, 24.08237, 87.84925
8.730, -73.1514, -161.847, 35.3335, 4.781, 24.11662, 87.73526
8.731, -73.1513, -161.856, 35.3264, 4.781, 24.14520, 87.64006
8.731, -73.1513, -161.858, 35.3249, 4.779, 24.15086, 87.62120
8.731, -73.1511, -161.868, 35.3173, 4.774, 24.18331, 87.51311
8.731, -73.1510, -161.878, 35.3102, 4.777, 24.21368, 87.41189
8.731, -73.1510, -161.880, 35.3083, 4.777, 24.22245, 87.38262
8.732, -73.1510, -161.888, 35.3110, 4.781, 24.24820, 87.29672
8.732, -73.1510, -161.898, 35.3151, 4.786, 24.27959, 87.19193
8.732, -73.1510, -161.909, 35.3240, 4.786, 24.31382, 87.07767
8.733, -73.1510, -161.913, 35.3284, 4.786, 24.32720, 87.03295
8.733, -73.1511, -161.919, 35.3351, 4.786, 24.34728, 86.96583
8.733, -73.1512, -161.928, 35.3399, 4.781, 24.37895, 86.85995
8.733, -73.1513, -161.937, 35.3422, 4.784, 24.40543, 86.77139
8.733, -73.1513, -161.939, 35.3427, 4.777, 24.41212, 86.74902
8.734, -73.1516, -161.952, 35.3364, 4.774, 24.44573, 86.63643
8.734, -73.1516, -161.956, 35.3335, 4.774, 24.46015, 86.58819
8.734, -73.1517, -161.959, 35.3300, 4.769, 24.47901, 86.52505
8.735, -73.1519, -161.969, 35.3245, 4.769, 24.51349, 86.40954
8.735, -73.1521, -161.977, 35.3207, 4.769, 24.53919, 86.32335
8.735, -73.1522, -161.979, 35.3196, 4.774, 24.54691, 86.29743
8.735, -73.1524, -161.988, 35.3258, 4.779, 24.58063, 86.18437
8.736, -73.1527, -161.997, 35.3328, 4.781, 24.61122, 86.08166
8.736, -73.1527, -161.998, 35.3346, 4.779, 24.61820, 86.05828
8.736, -73.1529, -162.006, 35.3443, 4.784, 24.64389, 85.97201
8.736, -73.1532, -162.014, 35.3558, 4.781, 24.67580, 85.86480
8.736, -73.1534, -162.020, 35.3604, 4.784, 24.69687, 85.79396
8.737, -73.1535, -162.024, 35.3619, 4.779, 24.71127, 85.74557
8.737, -73.1538, -162.033, 35.3654, 4.774, 24.74288, 85.63927
8.737, -73.1540, -162.043, 35.3607, 4.769, 24.77628, 85.52699
8.738, -73.1543, -162.052, 35.3539, 4.769, 24.80995, 85.41365
8.738, -73.1546, -162.062, 35.3495, 4.767, 24.84332, 85.30126
8.738, -73.1546, -162.064, 35.3489, 4.767, 24.84897, 85.28229
8.738, -73.1548, -162.072, 35.3457, 4.772, 24.87567, 85.19236
8.739, -73.1551, -162.081, 35.3494, 4.779, 24.90932, 85.07893
8.739, -73.1552, -162.086, 35.3518, 4.779, 24.92755, 85.01748
8.739, -73.1554, -162.091, 35.3539, 4.781, 24.94267, 84.96643
8.739, -73.1556, -162.100, 35.3608, 4.786, 24.97632, 84.85298
8.740, -73.1559, -162.110, 35.3672, 4.784, 25.00966, 84.74043
8.740, -73.1562, -162.123, 35.3697, 4.786, 25.05456, 84.58885
8.740, -73.1562, -162.123, 35.3697, 4.784, 25.05456, 84.58885
8.740, -73.1564, -162.129, 35.3695, 4.784, 25.07559, 84.51777
8.740, -73.1564, -162.131, 35.3681, 4.781, 25.08329, 84.49178
8.741, -73.1566, -162.139, 35.3630, 4.779, 25.10996, 84.40167
8.741, -73.1568, -162.148, 35.3571, 4.777, 25.14253, 84.29154
8.741, -73.1568, -162.153, 35.3550, 4.777, 25.15661, 84.24399
8.741, -73.1569, -162.158, 35.3523, 4.774, 25.17379, 84.18590
8.742, -73.1571, -162.169, 35.3494, 4.774, 25.20992, 84.06367
8.742, -73.1572, -162.176, 35.3516, 4.774, 25.23478, 83.97953
8.742, -73.1573, -162.178, 35.3521, 4.774, 25.24040, 83.96045
8.742, -73.1574, -162.188, 35.3571, 4.777, 25.27474, 83.84422
8.743, -73.1575, -162.192, 35.3608, 4.774, 25.28909, 83.79559
8.743, -73.1576, -162.198, 35.3656, 4.777, 25.30700, 83.73490
8.743, -73.1578, -162.207, 35.3717, 4.774, 25.34056, 83.62108
8.743, -73.1580, -162.217, 35.3747, 4.774, 25.37177, 83.51521
8.744, -73.1581, -162.222, 35.3764, 4.774, 25.38892, 83.45700
8.744, -73.1583, -162.227, 35.3739, 4.774, 25.40605, 83.39875
8.744, -73.1585, -162.236, 35.3690, 4.772, 25.43856, 83.28833
8.744, -73.1586, -162.238, 35.3682, 4.774, 25.44314, 83.27271
8.745, -73.1588, -162.246, 35.3628, 4.772, 25.47283, 83.17179
8.745, -73.1593, -162.261, 35.3521, 4.772, 25.52111, 83.00742
8.745, -73.1595, -162.265, 35.3505, 4.769, 25.53026, 82.97616
8.745, -73.1598, -162.273, 35.3479, 4.769, 25.54857, 82.91369
8.746, -73.1601, -162.279, 35.3490, 4.769, 25.57879, 82.81068
8.746, -73.1603, -162.285, 35.3509, 4.769, 25.59871, 82.74278
8.746, -73.1605, -162.289, 35.3526, 4.769, 25.60992, 82.70448
8.746, -73.1610, -162.298, 35.3569, 4.769, 25.64130, 82.59722
8.747, -73.1615, -162.309, 35.3617, 4.767, 25.67520, 82.48135
8.747, -73.1616, -162.309, 35.3618, 4.769, 25.67621, 82.47779
8.747, -73.1621, -162.319, 35.3660, 4.767, 25.70626, 82.37495
8.747, -73.1626, -162.328, 35.3667, 4.769, 25.73762, 82.26760
8.748, -73.1628, -162.333, 35.3666, 4.769, 25.75264, 82.21618
8.748, -73.1631, -162.338, 35.3665, 4.769, 25.77074, 82.15416
8.748, -73.1636, -162.347, 35.3653, 4.767, 25.80208, 82.04674
8.748, -73.1637, -162.349, 35.3650, 4.769, 25.80664, 82.03107
8.748, -73.1641, -162.357, 35.3636, 4.772, 25.83415, 81.93675
8.749, -73.1645, -162.367, 35.3635, 4.769, 25.86725, 81.82325
8.749, -73.1647, -162.373, 35.3638, 4.772, 25.88402, 81.76571
8.749, -73.1649, -162.378, 35.3642, 4.772, 25.90005, 81.71070
8.749, -73.1653, -162.388, 35.3660, 4.767, 25.93313, 81.59713
8.750, -73.1656, -162.397, 35.3680, 4.762, 25.96547, 81.48612
8.750, -73.1660, -162.407, 35.3690, 4.755, 25.99751, 81.37601
8.750, -73.1663, -162.417, 35.3699, 4.755, 26.02851, 81.26943
8.750, -73.1663, -162.417, 35.3699, 4.755, 26.03057, 81.26238
8.751, -73.1667, -162.427, 35.3701, 4.752, 26.06463, 81.14515
8.751, -73.1670, -162.433, 35.3702, 4.752, 26.08341, 81.08040
8.751, -73.1671, -162.436, 35.3703, 4.752, 26.09691, 81.03395
8.752, -73.1679, -162.451, 35.3722, 4.757, 26.14794, 80.85788
8.752, -73.1681, -162.455, 35.3726, 4.757, 26.16010, 80.81586
8.752, -73.1681, -162.456, 35.3727, 4.762, 26.16187, 80.80978
8.752, -73.1686, -162.465, 35.3744, 4.759, 26.19513, 80.69490
8.753, -73.1691, -162.475, 35.3759, 4.762, 26.22809, 80.58096
8.753, -73.1692, -162.477, 35.3760, 4.759, 26.23775, 80.54758
8.753, -73.1695, -162.484, 35.3763, 4.757, 26.26133, 80.46606
8.753, -73.1700, -162.493, 35.3760, 4.757, 26.29353, 80.35459
8.753, -73.1703, -162.500, 35.3746, 4.757, 26.31505, 80.28008
8.754, -73.1705, -162.505, 35.3738, 4.752, 26.32690, 80.23897
8.754, -73.1710, -162.516, 35.3717, 4.750, 26.35850, 80.12940
8.754, -73.1716, -162.527, 35.3696, 4.750, 26.39110, 80.01621
8.754, -73.1716, -162.527, 35.3695, 4.750, 26.39212, 80.01268
8.755, -73.1720, -162.536, 35.3692, 4.752, 26.42326, 79.90466
8.755, -73.1722, -162.542, 35.3716, 4.755, 26.45732, 79.78668
8.755, -73.1723, -162.544, 35.3724, 4.752, 26.47002, 79.74261
8.755, -73.1726, -162.548, 35.3755, 4.757, 26.48928, 79.67564
8.756, -73.1731, -162.559, 35.3839, 4.759, 26.52388, 79.55527
8.756, -73.1734, -162.564, 35.3885, 4.762, 26.54182, 79.49279
8.756, -73.1737, -162.568, 35.3911, 4.762, 26.55493, 79.44701
8.756, -73.1743, -162.578, 35.3971, 4.762, 26.58875, 79.32908
8.757, -73.1749, -162.588, 35.4010, 4.762, 26.62255, 79.21110
8.757, -73.1754, -162.595, 35.4007, 4.762, 26.64598, 79.12916
8.757, -73.1756, -162.598, 35.3998, 4.764, 26.65326, 79.10367
8.757, -73.1764, -162.608, 35.3962, 4.764, 26.68597, 78.98905
8.758, -73.1770, -162.616, 35.3928, 4.764, 26.71723, 78.87963
8.758, -73.1770, -162.616, 35.3927, 4.764, 26.71825, 78.87608
8.758, -73.1776, -162.625, 35.3906, 4.769, 26.75227, 78.75696
8.758, -73.1784, -162.635, 35.3900, 4.772, 26.78596, 78.63869
8.759, -73.1786, -162.637, 35.3898, 4.769, 26.79452, 78.60863
8.759, -73.1791, -162.644, 35.3940, 4.774, 26.81891, 78.52299
8.759, -73.1798, -162.652, 35.4003, 4.774, 26.84806, 78.42047
8.759, -73.1799, -162.653, 35.4009, 4.772, 26.85081, 78.41076
8.759, -73.1806, -162.662, 35.4063, 4.769, 26.88271, 78.29853
8.760, -73.1815, -162.671, 35.4107, 4.764, 26.91557, 78.18261
8.760, -73.1818, -162.675, 35.4126, 4.764, 26.92861, 78.13666
8.760, -73.1823, -162.680, 35.4113, 4.759, 26.94844, 78.06671
8.761, -73.1832, -162.690, 35.4085, 4.752, 26.98098, 77.95170
8.761, -73.1840, -162.699, 35.4040, 4.755, 27.01178, 77.84283
8.761, -73.1849, -162.708, 35.3975, 4.762, 27.04458, 77.72675
8.762, -73.1857, -162.718, 35.3932, 4.762, 27.07608, 77.61524
8.762, -73.1857, -162.718, 35.3930, 4.769, 27.07912, 77.60456
8.762, -73.1865, -162.727, 35.3902, 4.777, 27.10886, 77.49914
8.762, -73.1873, -162.736, 35.3897, 4.781, 27.14364, 77.37587
8.762, -73.1875, -162.739, 35.3898, 4.777, 27.15390, 77.33956
8.763, -73.1880, -162.746, 35.3901, 4.784, 27.17613, 77.26073
8.763, -73.1890, -162.757, 35.3883, 4.784, 27.21634, 77.11787
8.763, -73.1894, -162.763, 35.3872, 4.786, 27.23683, 77.04518
8.763, -73.1895, -162.764, 35.3870, 4.781, 27.24057, 77.03186
8.764, -73.1903, -162.773, 35.3827, 4.779, 27.27225, 76.91912
8.764, -73.1905, -162.776, 35.3810, 4.779, 27.28349, 76.87919
8.764, -73.1910, -162.782, 35.3781, 4.774, 27.30292, 76.80996
8.764, -73.1917, -162.791, 35.3747, 4.777, 27.33661, 76.69006
8.765, -73.1925, -162.800, 35.3715, 4.779, 27.36924, 76.57364
8.765, -73.1928, -162.804, 35.3730, 4.777, 27.38218, 76.52747
8.765, -73.1932, -162.809, 35.3753, 4.784, 27.40087, 76.46080
8.765, -73.1940, -162.818, 35.3796, 4.791, 27.43347, 76.34430
8.766, -73.1945, -162.825, 35.3868, 4.789, 27.45862, 76.25451
8.766, -73.1947, -162.827, 35.3890, 4.796, 27.46607, 76.22780
8.766, -73.1954, -162.835, 35.3972, 4.801, 27.49793, 76.11385
8.766, -73.1958, -162.840, 35.3980, 4.799, 27.51356, 76.05782
8.766, -73.1963, -162.845, 35.3988, 4.803, 27.53218, 75.99100
8.767, -73.1970, -162.853, 35.3983, 4.801, 27.56500, 75.87340
8.767, -73.1976, -162.860, 35.3926, 4.801, 27.59006, 75.78343
8.767, -73.1977, -162.862, 35.3915, 4.799, 27.59451, 75.76747
8.767, -73.1985, -162.871, 35.3828, 4.796, 27.62799, 75.64714
8.768, -73.1993, -162.879, 35.3700, 4.794, 27.66073, 75.52935
8.768, -73.1993, -162.880, 35.3697, 4.796, 27.66146, 75.52676
8.768, -73.2001, -162.889, 35.3595, 4.794, 27.69189, 75.41710
8.769, -73.2014, -162.904, 35.3567, 4.789, 27.72351, 75.30236
8.769, -73.2017, -162.909, 35.3587, 4.791, 27.75616, 75.18530
8.769, -73.2018, -162.909, 35.3589, 4.794, 27.75814, 75.17808
8.769, -73.2022, -162.914, 35.3615, 4.791, 27.78873, 75.06810
8.769, -73.2028, -162.921, 35.3654, 4.791, 27.81268, 74.98150
8.770, -73.2030, -162.924, 35.3670, 4.791, 27.82281, 74.94491
8.770, -73.2037, -162.932, 35.3703, 4.794, 27.85345, 74.83411
8.770, -73.2045, -162.941, 35.3694, 4.791, 27.88577, 74.71702
8.770, -73.2049, -162.947, 35.3689, 4.794, 27.90500, 74.64739
8.771, -73.2052, -162.950, 35.3662, 4.791, 27.91609, 74.60713
8.771, -73.2061, -162.959, 35.3573, 4.791, 27.94934, 74.48632
8.771, -73.2069, -162.967, 35.3486, 4.791, 27.97988, 74.37530
8.771, -73.2069, -162.968, 35.3484, 4.791, 27.98060, 74.37271
8.772, -73.2079, -162.977, 35.3379, 4.794, 28.01477, 74.24817
8.772, -73.2088, -162.986, 35.3319, 4.794, 28.04596, 74.13442
8.772, -73.2091, -162.989, 35.3312, 4.794, 28.05502, 74.10128
8.772, -73.2097, -162.995, 35.3295, 4.794, 28.07812, 74.01703
8.773, -73.2106, -163.004, 35.3302, 4.794, 28.10827, 73.90679
8.773, -73.2106, -163.004, 35.3304, 4.794, 28.10926, 73.90319
8.773, -73.2115, -163.014, 35.3345, 4.794, 28.14011, 73.79032
8.773, -73.2124, -163.023, 35.3386, 4.789, 28.17220, 73.67281
8.774, -73.2133, -163.033, 35.3423, 4.784, 28.20499, 73.55265
8.774, -73.2141, -163.042, 35.3446, 4.777, 28.23508, 73.44231
8.774, -73.2145, -163.047, 35.3450, 4.777, 28.25247, 73.37861
8.774, -73.2149, -163.051, 35.3455, 4.774, 28.26714, 73.32472
8.775, -73.2165, -163.069, 35.3426, 4.762, 28.33019, 73.09302
8.775, -73.2173, -163.079, 35.3418, 4.762, 28.36190, 72.97630
8.776, -73.2181, -163.089, 35.3417, 4.762, 28.39458, 72.85593
8.776, -73.2188, -163.097, 35.3419, 4.764, 28.42485, 72.74440
8.777, -73.2196, -163.107, 35.3421, 4.769, 28.45847, 72.62033
8.777, -73.2203, -163.115, 35.3414, 4.769, 28.48770, 72.51233
8.777, -73.2206, -163.120, 35.3409, 4.769, 28.50304, 72.45573
8.777, -73.2210, -163.125, 35.3404, 4.772, 28.51933, 72.39545
8.778, -73.2219, -163.134, 35.3393, 4.772, 28.55214, 72.27380
8.778, -73.2219, -163.135, 35.3392, 4.772, 28.55482, 72.26395
8.778, -73.2226, -163.143, 35.3381, 4.769, 28.58300, 72.15945
8.778, -73.2234, -163.152, 35.3378, 4.772, 28.61579, 72.03777
8.778, -73.2237, -163.156, 35.3377, 4.769, 28.62840, 71.99095
8.779, -73.2242, -163.161, 35.3377, 4.769, 28.64756, 71.91966
8.779, -73.2249, -163.170, 35.3415, 4.769, 28.67836, 71.80518
8.779, -73.2256, -163.178, 35.3450, 4.769, 28.70646, 71.70053
8.779, -73.2257, -163.179, 35.3458, 4.769, 28.70911, 71.69061
8.780, -73.2267, -163.191, 35.3570, 4.774, 28.74091, 71.57166
8.780, -73.2272, -163.197, 35.3631, 4.774, 28.75876, 71.50492
8.780, -73.2276, -163.202, 35.3679, 4.777, 28.77200, 71.45534
8.780, -73.2282, -163.209, 35.3738, 4.779, 28.80427, 71.33510
8.781, -73.2285, -163.213, 35.3774, 4.779, 28.82859, 71.24462
8.781, -73.2286, -163.215, 35.3787, 4.779, 28.83684, 71.21391
8.781, -73.2293, -163.224, 35.3836, 4.779, 28.86749, 71.09918
8.781, -73.2300, -163.233, 35.3877, 4.784, 28.89714, 70.98803
8.781, -73.2301, -163.234, 35.3875, 4.779, 28.90174, 70.97082
8.782, -73.2307, -163.242, 35.3860, 4.777, 28.92971, 70.86594
8.782, -73.2312, -163.248, 35.3848, 4.777, 28.95433, 70.77360
8.782, -73.2313, -163.250, 35.3843, 4.774, 28.95962, 70.75376
8.782, -73.2321, -163.259, 35.3816, 4.779, 28.99210, 70.63153
8.783, -73.2327, -163.267, 35.3791, 4.781, 29.02196, 70.51926
8.783, -73.2328, -163.268, 35.3788, 4.777, 29.02751, 70.49839
8.783, -73.2334, -163.276, 35.3769, 4.789, 29.05442, 70.39699
8.783, -73.2341, -163.284, 35.3758, 4.794, 29.08517, 70.28095
8.784, -73.2348, -163.292, 35.3770, 4.796, 29.11882, 70.15393
8.784, -73.2354, -163.301, 35.3779, 4.794, 29.14929, 70.03886
8.784, -73.2358, -163.306, 35.3784, 4.794, 29.17018, 69.95989
8.784, -73.2361, -163.309, 35.3786, 4.789, 29.18093, 69.91903
8.785, -73.2367, -163.318, 35.3778, 4.781, 29.21329, 69.79658
8.785, -73.2372, -163.325, 35.3754, 4.781, 29.23940, 69.69764
8.785, -73.2373, -163.326, 35.3750, 4.772, 29.24395, 69.68036
8.786, -73.2379, -163.335, 35.3713, 4.769, 29.27431, 69.56511
